Id,Title,Text,Comment,Tags,PostTypeId,LastEditDate,Title,Tags,Reputation,CreationDate,Views,UpVotes,DownVotes,WebsiteUrl,Location,AboutMe,ApprovalDate,RejectionDate
555076,,"I'm just learning the Wordpress structure and javascript/php so I'm hoping someone can help me figure this problem out.


What I'm trying to do is display a div I've placed in my header.php, but only when it's the 'index.php' file that is loaded.

Shouldn't it look like this?

    $(document).ready(){
        if.this(document == ""http://sample.com/"") {
            this.document.getElementById('only-show-when-index').style.display = ""visible"";
        } else {
            this.document.getElementById('only-show-when-index').style.display = ""hidden"";
        }
    };",Improved formatting and english,,1,1/23/13 22:56,Simple function to display div only if wordpress index is loaded,<php><javascript>,7989,6/2/11 23:12,1197,741,55,,,,1/23/13 22:56,
2522288,,"The VBA below imports one month of the Dow Jones Industrial Average data to ExceL. Is there a way to modify the code to import one year of data?

 [Import Data in Excel from a table....][1]
[1]: http://stackoverflow.com/questions/21039677/import-data-in-excel-from-a-table-created-by-a-script-in-a-webpage
",Expanded details and fixed grammer.,,1,5/23/17 12:31,Import Data in Excel from a table,<javascript><html><excel><vba><import>,921,4/5/14 17:18,137,532,2,,"Boston, MA","<p>I develop Test and Measurement software used in QA and Reliability using LabVIEW, C#, and Python.</p>
",5/23/16 13:18,
1347575,,,Fixed misspelled tag.,c# multithreading,1,5/21/14 13:09,Using thread in loop,<c#><multithreading>,2595,10/6/11 11:50,160,116,76,http://none,Netherlands,"<p>A software engineering graduate.</p>
",5/21/14 13:09,
2636679,Update an invoice's related project field via API,"This relates to Active Collab's API.

When updating an invoice (using `PUT` method) I see how I can update the `project_id` value, and this is working.

However, I would like to be able to associate an invoice with a project. I see that is done via the `related_project_ids` field. How do I update this field using the API?","Fixed project name, outlined code elements, minor word order tweaks",,1,7/27/16 1:15,Update an invoice's related project field via API,<activecollab>,2067,5/11/10 16:06,285,608,4,http://area51.rs,"Novi Sad, Serbia","<p>Member of A51, company behind <a href=""http://www.activecollab.com"" rel=""nofollow"">Active Collab</a>, a project management tool that you will actually like.</p>
",7/27/16 1:15,
769552,,"I have currently got this structure:

    <ul id=""topic_categories"">
	<li><a href="""">Type 1</a></li>
	<li><a href="""">Type 2</a></li>
	<li><a href="""">Type 3</a>
	<ul class=""sub_topic_categories"">
		<li><a class=""tooltip"" href="""">A</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">B</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">C</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">D</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">E</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">F</a><a href=""""><img src=""""></a></li>
		<li class=""active""><a class=""tooltip"" href="""">G</a><a href=""""><img src=""""></a></li>
	</ul>
	</li>
	<li class=""active""><a href="""">Type4</a>
	<ul class=""sub_topic_categories"">
		<li><a class=""tooltip"" href="""">A</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">B</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">C</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">D</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">E</a><a href=""""><img src=""""></a></li>
		<li><a class=""tooltip"" href="""">F</a><a href=""""><img src=""""></a></li>
		<li class=""active""><a class=""tooltip"" href="""">G</a><a href=""""><img src=""""></a></li>
	</ul>
	</li>
</ul>

Basically what I want to do is;

 1. First `li a` element within first `UL` is clicked. A class of `active` is added to the list element. I've done this so far using`$(this).parents('li').addClass(""active"");`

 2. The next `UL` `sub_topic_category` is displayed(I've done this via CSS and it works) depending on which list element in active.

 3. This is the part I am stuck at. I now need to make only list elements within the `sub_topic_category` displayed change class. When one list element `a` tag is clicked the class `active` is added to `li` parent of link clicked and the previous `active` class is removed WITHIN THAT SUB TOPIC LIST ONLY.


----------


So for example in the code shown I have `Type4` set as active within the first `UL`. The second list is displayed `sub_topic_categories` with the first list element (as seen on the browser) set to active via hard-coded HTML. When I say Click on `A` I want `active` removed from the list element `G` and then added to `A`. This must only affect this `sub_topic_category` list.

I hope I have explained this well. At the moment I have

    $('#topic_categories li ul.sub_topic_categories li.active').removeClass('active');

which works but it removes the active elements found in the `Type3` sub_topic_categories list as well.

Any help would be appreciated.",improved formatting and added javascript tag,javascript jquery,1,6/21/13 15:29,Removing class of nested list elements based off click on outer list element?,<javascript><jquery>,4925,5/15/12 15:41,714,3136,311,http://www.exexzian.com,"Noida, India","<blockquote>
  <p>A Web Developer By Profession &amp; Technology Evangelist By Interest.</p>
  
  <p>Lovingly Moved By ""JavaScript"" and its Never Ending Frameworks</p>
</blockquote>

<p>Out of Need developed following Chrome Extensions:</p>

<ul>
<li><a href=""https://chrome.google.com/webstore/detail/follox-export-medium-foll/ebdfjgfnepcdlgfhbhhhojbkefhhbohf"" rel=""nofollow"">Follox - Export Medium Followers To CSV</a></li>
<li><a href=""https://chrome.google.com/webstore/detail/biileliilghnkejieglicllnkoejgbgi"" rel=""nofollow"">NewToDoTab</a></li>
<li><a href=""https://chrome.google.com/webstore/detail/trello-horizontal-scroll/helbelbejomncfaikdnecdmpjfcnpfoi"" rel=""nofollow"">Trello Horizontal Scroll</a></li>
<li><a href=""https://chrome.google.com/webstore/detail/donttrack/hcnkjnmphoefpmffigclelfmfjfcboim"" rel=""nofollow"">DontTrack</a></li>
</ul>

<p>and Out of fun created these jQuery Plugins:</p>

<ul>
<li><a href=""http://exexzian.github.io/TagTagger.js/"" rel=""nofollow"">TagTagger.js</a></li>
<li><a href=""http://exexzian.github.io/TextClear/"" rel=""nofollow"">TextClear</a></li>
</ul>
",6/21/13 15:25,
184149,,"I have form like this:

    <input type='text' name='people' id='namepeople'>
    <input type='hidden' name='idpeople' id='idpeople'>
    <input type='text' name='address' id='address' disabled>
    <input type='text' name='age' id='age' disabled>
    <input type='text' name='status' id='status' disabled>

and a jQuery script:

    $(""#namepeople"").keyup(function()
    { 
      var namepeople= $(this).val();
      var name= namepeople;

         $.ajax({
            type: ""POST"",
            url: ""check.php"",
            data: ""namepeople="" + name,
            dataType: ""json"",
            success: function(data)
            {    
                $(""#idpeople"").val(data[0]);
                $(""#address"").val(data[1]);
                $(""#age"").val(data[2]);
                $(""#status"").val(data[3]);
            }
         });//ajax
    });//keyup

And php code :

    <?
    mysql_connect(""localhost"",""root"","""");
    mysql_select_db(""dbajax"");


    $name = $_POST[""namepeople""];
    $sql = mysql_query(""select * from anggota where upper(username) like '%$name'"");
    $row = mysql_fetch_array($sql);
    $kt=mysql_num_rows($sql);
		
    if($kt > 0)
    {
      $idnya=$row[""id_anggota""];
      $address=$row[""address""];
      $age=$row[""age""];
      $status=$row[""status""];

    }
    else
    {
     $idnya="""";
     $address="""";
     $age="""";
     $status="""";
    }
     echo ""$idnya|$address|$age|$status"";
     ?>

This is working out just for value of `idpeople`, but the other value are not coming out. How to get value on multiple textbox with jQuery?",Fixed grammar,,1,1/20/12 13:02,How to get value on multiple textbox with jquery?,<php><jquery><arrays>,7086,5/1/09 15:08,836,494,5,http://about.me/jreljac,"Aspinwall, PA","<p>A self taught desktop &amp; web developer.  Formerly worked for Golf Digest developing point of sale and golf management software.  Now working for an accounting firm developing web software for clients.</p>
",1/20/12 13:02,
2347820,,"I have a plnkr of a simple code that tries to display the value of `typeof(""a"")` in an html page. What I always get is nothing displayed, while I'm expecting for ""string"". The same goes for other data types. Here is my plnkr:
https://plnkr.co/edit/mUASA8s9TgplwysMhXvG?p=preview

Am I missing something?
I'll note that my final goal is to use `ng-if` with a condition that is based on the type of a variable.

Angular version: 1.4.8",spelling and improved formatting,,1,2/18/16 16:30,angularjs: can't show the returned value of JS `typeof`,<javascript><angularjs>,697,6/19/15 8:09,26,23,6,,,,2/18/16 16:30,
864152,,"I try using `Google` `Chart` to display the trendlines, based on some datas generated from the `.java` files.
My basic idea is to create a DataTable in java file, and then I pass this DataTable to web pages by `JSF`.

Here are part of my codes:

    public void resolveEvolution() {
    		this.evolution = new ArrayList<Long>();
    		this.evolutionTime = new ArrayList<String>();
    		Calendar first = Calendar.getInstance();
    		first.setTime(this.start);
    		first.set(Calendar.DAY_OF_MONTH, 1);
    		Calendar last = Calendar.getInstance();
    		last.setTime(this.end);
    
    		int i = 0;
    
    		this.dt = DataTable.create();
    		dt.addColumn(ColumnType.NUMBER, ""Time"");
    		dt.addColumn(ColumnType.NUMBER, ""Utilisation"");
    		dt.addRow();
    		while (first.before(last)) {
    			Calendar endMonth = Calendar.getInstance();
    			endMonth.setTime(first.getTime());
    			endMonth.add(Calendar.MONTH, 1);
    			endMonth.add(Calendar.DAY_OF_MONTH, -1);
    
    			this.evolution
    					.add(actionQueries.countByComponent(this.selectedComponent,
    							first.getTime(), endMonth.getTime()));
    			this.evolutionTime.add(first.get(Calendar.MONTH) + ""/""
    					+ first.get(Calendar.YEAR));
    			dt.addRow();
    			dt.setValue(i, 0, i);
    			dt.setValue(i, 1,
    					actionQueries.countByComponent(this.selectedComponent,
    							first.getTime(), endMonth.getTime()));
    			i++;
    			first.add(Calendar.MONTH, 1);
    		}
    	}
    
    	public DataTable getDt() {
    		System.out.println(this.dt);
    		return this.dt;
    	}

And in my .xhtml file it's like this:

    <?xml version=""1.0"" encoding=""UTF-8""?>
    <!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.0 Strict//EN"" ""DTD/xhtml1-strict.dtd"">
    <html xmlns=""http://www.w3.org/1999/xhtml""
    	xmlns:h=""http://java.sun.com/jsf/html""
    	xmlns:f=""http://java.sun.com/jsf/core"">
        <head>    
    <script type=""text/javascript"" src=""https://www.google.com/jsapi""></script>    
    <script type=""text/javascript"">      
    	google.load(""visualization"", ""1"", {packages:[""corechart""]});     
    	google.setOnLoadCallback(drawChart);      
    	function drawChart() {        
    		var data = new google.visualization.DataTable();
    		data = ""#{globalComponentsManager.dt}"";
    		var options = {         
    			title: 'Test',
                               trendlines: { 0: {} }
    			
    		};    
    		var chart = new google.visualization.ScatterChart(document.getElementById('chart_div'));
            
      		chart.draw(data, options);      
    	}    
    	</script> 
     </head>  
     <body>   
    	  <div id=""chart_div"" style=""width: 900px; height: 500px;""></div> 
     </body> 
    
    </html>

However, when I execute this application in Tomcat, it tells me:

    GRAVE: Exception lors de l'envoi de l'évènement contexte initialisé (context initialized) à l'instance de classe d'écoute (listener) org.apache.myfaces.webapp.StartupServletContextListener
    java.lang.NoClassDefFoundError: com/google/gwt/core/client/JavaScriptObject

What's the problem? Thanks in adavance.
","code view,,,,,",,1,8/21/13 8:57,Google Chart: java.lang.NoClassDefFoundError: com/google/gwt/core/client/JavaScriptObject,<javascript><html><jsf><gwt><javascript-objects>,409,1/23/12 12:33,259,6,2,http://localhost,Travaling,"<p>I've recently started and I'll never give up to answer the questions or edit the posts or helping peoples. So, see you around guys ; )</p>

<p>For everyone who likes my posts, please don't serial upvoating, you can use bounty instead.</p>

<p>Cheers...</p>
",8/21/13 8:57,
1752105,,"<kbd>command</kbd>+<kbd>home</kbd> or <kbd>fn</kbd>+<kbd>command</kbd>+<kbd>left arrow</kbd>
",formatting ,,2,3/9/15 3:47,,,540,1/23/10 16:24,148,469,1,,,,3/9/15 3:47,
461680,Why does this handler fire on both button clicks?,,corrected spelling ,,1,11/11/12 20:24,Why does this handler fire on both button clicks?,<jquery>,13841,10/16/12 15:58,956,593,52,https://www.linkedin.com/in/gurpreetsran,London,,11/11/12 20:24,
3578857,,"This should work:

    var emails = new HashSet<string>(File.ReadAllLines(@""C:\example1.csv"").Skip(1));

    File.WriteAllLines(""file3.csv"", File.ReadAllLines(""C:\example2.csv"").Where(line => !emails.Contains(line.Split(',')[4]));

It reads all of file one, puts all emails into a format where lookup is easy, then goes through all lines in the second file and writes only those to disk that don't match any of the existing emails in their 5th column. You may want to expand on many parts, for example there is little to no error handling. It also compares emails case-sensitive, although emails are normally not.",HashSet should be declared with a type,,2,2/23/18 19:23,,,138,3/12/15 21:11,22,364,1,,,"<p>By day:  An automation engineer, but not really in the sense you're used to.  I work in Biotech making robots do the work for us.  This involves most scripting languages (some VBscript, some javascript, some quasi-c++ (called HSL), some C# (not technically scripting, but used as such), among others) and an occasional compiled project.</p>

<p>By night:  Husband, Father (new!) and active member of my church (Sound City Bible Church).</p>

<p>Almost done with my second B.S. which is in Computer Science from Oregon State</p>
",2/23/18 19:23,
3480588,,"Yes, it's possible to get access to the renderers `BrowserWindow` API. Simply include the remote module and get the current window, this will allow you to do everything you can from the main process.

**Example:**

    let { remote } = require('electron')
    let win = remote.getCurrentWindow()


    // Access to the renderers BrowserWindow API
    win.setBounds({
        width: 1000
    })
    

    win.getBounds()
    // Object {x: 240, y: 192, width: 800, height: 600}


Reference: [`BrowserWindow` API documentation](http://electron.atom.io/docs/v0.28.0/api/browser-window/)

","Fixed code, tested code & cleaned it up",,2,12/23/17 21:53,,,1851,8/26/15 16:52,281,877,225,https://samdd.me,Ireland,"<p>I'm a full stack developer</p>

<ul>
<li>Web languages

<ul>
<li><strong>HTML5</strong> , <strong>CSS3</strong> , <strong>ES6</strong></li>
</ul></li>
<li>Javascript platforms

<ul>
<li><strong>ReactJS</strong>, <strong>Typescript</strong>, <strong>AngularJS</strong>, <strong>ES6</strong></li>
</ul></li>
<li>NodeJS

<ul>
<li><strong>Webpack</strong>, <strong>Babel</strong>, <strong>MongoDB</strong></li>
</ul></li>
<li>Other

<ul>
<li><strong>Arduino</strong>, <strong>Embedded platforms</strong>, <strong>IOT</strong></li>
<li><strong>Batch files</strong>, <strong>CMD</strong> , <strong>Powershell</strong>, <strong>Autohotkey</strong></li>
<li><strong>Bash</strong>, <strong>Automation</strong></li>
</ul></li>
<li>Stuff I want to learn (or learn better)

<ul>
<li><strong>Python</strong>, <strong>Java</strong>, <strong>C++</strong>, <strong>GoLang</strong>, <strong>Ruby</strong>, <strong>SQL</strong></li>
</ul></li>
</ul>

<h1>What do I use?</h1>

<ul>
<li><strong>Text editor:</strong> Visual Studio code

<ul>
<li><a href=""https://marketplace.visualstudio.com/items?itemName=wesbos.theme-cobalt2"" rel=""nofollow noreferrer"">Cobalt2 theme</a></li>
<li><a href=""https://www.typography.com/fonts/operator/styles/"" rel=""nofollow noreferrer"">Operator mono</a> typeface with with <a href=""https://github.com/kiliman/operator-mono-lig"" rel=""nofollow noreferrer"">ligatures</a></li>
</ul></li>
<li><strong>Browser:</strong> Chrome Canary (occasionally Firefox Quantum)</li>
<li><strong>Icon editor:</strong> IcoFX</li>
<li><strong>NodeJS package manager:</strong> YarnPKG</li>
</ul>

<h1>Project's I've worked on</h1>

<ul>
<li><a href=""https://github.com/samdenty99/injectify"" rel=""nofollow noreferrer"">Injectify</a>, perform advanced MiTM attacks on websites with ease.</li>
<li><a href=""https://github.com/samdenty99/MirumX"" rel=""nofollow noreferrer"">MirumX</a>, open source batch-file engine.</li>
<li><a href=""https://widgetbot.io"" rel=""nofollow noreferrer"">WidgetBot</a>, Discord HTML embeds for your website.

<ul>
<li><a href=""https://github.com/widgetbot-io/crate"" rel=""nofollow noreferrer"">WidgetBot Crate</a>, deeply integrated Discord popup widgets for your site.</li>
</ul></li>
<li><a href=""https://github.com/0xCoto/DiscordZero"" rel=""nofollow noreferrer"">DiscordZero</a>, receive Discord SMS notifications anywhere in the world for free</li>
</ul>

<p><strong><em><a href=""https://samdd.me/projects"" rel=""nofollow noreferrer"">Find my latest projects over at my portfolio</a></em></strong></p>
",12/23/17 21:53,
1906539,,,Added tags ,android android-arrayadapter android-adapter,1,6/5/15 7:43,How to override getItem()?,<android><android-arrayadapter><android-adapter>,4671,8/25/13 8:17,1226,327,368,,"Bangalore, Karnataka, India","<p>I like to code each n every day and develop some good mobile app.</p>
",6/5/15 4:27,
1680103,Binding list of objects with XAML,"I have a model class with simple properties as under 

    class ManagementFunctionModel
    {
        #region members
        int _RangeLeft;
        int _RangeTop;
        int _RangeRight;
        int _RangeBottom;
        #endregion

        #region properties
        public int RangeLeft
        {
            get { return _RangeLeft; }
            set { _RangeLeft = value; }
        }

        public int RangeTop
        {
            get { return _RangeTop; }
            set { _RangeTop = value; }
        }

        public int RangeRight
        {
            get { return _RangeRight; }
            set { _RangeRight = value; }
        }

        public int RangeBottom
        {
            get { return _RangeBottom; }
            set { _RangeBottom = value; }
        }

        #endregion
    }

My model view class is as under. I have not defined all properties (still TODO)

    class ManagementFunctionModelView : INotifyPropertyChanged
    {
        #region Members
        ManagementFunctionModel _MngModel;
        #endregion

        #region Construction
        /// Constructs the default instance of a ManagementFunctionModelView
        public ManagementFunctionModelView()
        {
        }
        #endregion

        #region Properties
        public ManagementFunctionModel MngModel
        {
            get { return _MngModel; }
            set { _MngModel = value; }
        }

        public int RangeLeft
        {
            get { return MngModel.RangeLeft; }
            set
            {
                if (MngModel.RangeLeft != value)
                {
                    MngModel.RangeLeft = value;
                    RaisePropertyChanged(""RangeLeft"");
                }
            }
        }
        #endregion

        #region INotifyPropertyChange
        public event PropertyChangedEventHandler PropertyChanged;
        #endregion

        #region Methods

        private void RaisePropertyChanged(string propertyName)
        {
            // take a copy to prevent thread issues
            PropertyChangedEventHandler handler = PropertyChanged;
            if (handler != null)
            {
                handler(this, new PropertyChangedEventArgs(propertyName));
            }
        }
        #endregion
    }

I want to create a list of ManagementFunctionModel and display in `XAML` form. The user should be able to add and delete from the user interface into the list. 

How can I use 'binding' in XAML? 
What control should I use in XAML for a grid like display and edit/ delete the selected record?",corrections,,1,1/12/15 8:35,Binding list of objects with XAML,<c#><wpf><wpf-controls>,1193,10/6/14 6:36,203,113,64,http://amolbavannavar.webs.com/,Mumbai,"<p>To describe myself in a nutshell, I am <strong>systematic, organized and hardworking</strong>; ready to take up any challenge of life abreast with the latest trends and a team player with excellent communication skills.</p>

<p>Review of my credentials will indicate that I am a qualified <strong>B.E. (Computer Science &amp; Engineering) from D.K.T.E. College (Shivaji University)</strong>; and possess knowledge of various software’s and sound understanding &amp; <strong>skill of creating new software &amp; systems, designing, analysis, testing, database development &amp; coding for modules</strong>.</p>

<p>I am seeking a challenging job as a <strong>Software Developer</strong> that would synergize my skills and knowledge with the objectives of the organization. Being a dedicated and focused individual, I am determined to add value to the organization I work for, through my exceptional knowledge and learning ability.</p>

<p>My basic objective is to hone in my skills for comprehensive personality development and be an epitome of trust and reliability in the corporate world. My prime goal is to understand professional environment and capitalize on opportunities.</p>
",1/12/15 8:35,
1700550,,"I am creating rest api for symfony 2,but not able to pass JSON data to post method. `$userform->isValid()`always failed.

    curl -v -H ""Accept: application/json"" -X POST -d '{""username"":""hitesh"",""userpassword"":""hitesh123""}' http://localhost/us/serenify/web/app_dev.php/user/login

This is the data I am passing for test purpose.

      public function loginAction(Request $request)
        {
             return $this->processForm(new User(),$request);
        }
    
    
    
     private function processForm(User $user,$request)
        {   
            $userform = $this->createForm(new UserType(), $user);       
            $content = $this->getRequest();              
            $userform->submit($content);
           $key = md5(microtime().rand());
                if ($userform->isValid()) 
                {
                   
                    if(trim($data['username'])=="""" || trim($data['userpassword']==""""))
                    { 
                           $data=array(
                                    ""success""=>'false',
                                    ""msg""=>'username or password is blank'    
                                );
                            $response = new Response(json_encode($data));
                            $response->setStatusCode(203);
                            $response->headers->set('Content-Type', 'application/json'); 
                    }
                    else
                    {   
                        $username=trim($data['username']);
                        $userpassword=trim(md5($data['userpassword']));
    
                        $user = $this->getDoctrine()
                                           ->getRepository('SerenifyUserBundle:User')
                                           ->findOneBy(array('username' => $username, 'userpassword' => $userpassword));
                        if (!$user)
                        {
                            $data=array(
                                    ""success""=>'false',
                                    ""msg""=>'username or password is wrong'    
                                );
                            $response = new Response(json_encode($data));
                            $response->setStatusCode(404);
                            $response->headers->set('Content-Type', 'application/json');     
                        }
                        else
                        {
                             $data=array(
                                    ""success""=>'true',
                                    ""msg""=>'user has sucessfully logged in',
                                    ""username"" => $username,
                                    ""sessionis"" => $key,
    
                                );
                            $response = new Response(json_encode($data));
                            $response->setStatusCode(404);
                            $response->headers->set('Content-Type', 'application/json');  
                        }
                         $response = new Response(json_encode($data));    
                    }
                }
                else
                {
                    $data=array(
                                    ""success""=>'false',
                                    ""msg""=>'invalid form content'    
                                );
                            $response = new Response(json_encode($data));
                            $response->setStatusCode(404);
                            $response->headers->set('Content-Type', 'application/json');  
                    
                 }
            return $response;
        }

Above is my controller code.


When I print request value is does not show in JSON format.


Anyway to test or pass JSON data? I am creating login functionality.




",solve formatting problem,,1,1/28/15 10:10,How to pass JSON data to rest API in symfony2,<php><json><rest><symfony><curl>,23235,4/11/13 11:18,1295,1941,51,http://about.me/matteo.biagetti,"Rome, Italy","<p>Java/PHP developer</p>

<p>MOOC Addicted</p>

<p>StackOwerflow Enthusiast!</p>

<p>Preferred tags:
<a href=""/questions/tagged/symfony2"" class=""post-tag"" title=""show questions tagged &#39;symfony2&#39;"" rel=""tag"">symfony2</a> <a href=""/questions/tagged/doctrine2"" class=""post-tag"" title=""show questions tagged &#39;doctrine2&#39;"" rel=""tag"">doctrine2</a> <a href=""/questions/tagged/twig"" class=""post-tag"" title=""show questions tagged &#39;twig&#39;"" rel=""tag"">twig</a> <a href=""/questions/tagged/phpunit"" class=""post-tag"" title=""show questions tagged &#39;phpunit&#39;"" rel=""tag"">phpunit</a> </p>

<p>Also interested in:
<a href=""/questions/tagged/rabbitmq"" class=""post-tag"" title=""show questions tagged &#39;rabbitmq&#39;"" rel=""tag"">rabbitmq</a> <a href=""/questions/tagged/ddd"" class=""post-tag"" title=""show questions tagged &#39;ddd&#39;"" rel=""tag"">ddd</a> <a href=""/questions/tagged/mongodb"" class=""post-tag"" title=""show questions tagged &#39;mongodb&#39;"" rel=""tag"">mongodb</a> <a href=""/questions/tagged/angular.js"" class=""post-tag"" title=""show questions tagged &#39;angular.js&#39;"" rel=""tag"">angular.js</a> <a href=""/questions/tagged/node.js"" class=""post-tag"" title=""show questions tagged &#39;node.js&#39;"" rel=""tag"">node.js</a> <a href=""/questions/tagged/ddd"" class=""post-tag"" title=""show questions tagged &#39;ddd&#39;"" rel=""tag"">ddd</a> <a href=""/questions/tagged/java"" class=""post-tag"" title=""show questions tagged &#39;java&#39;"" rel=""tag"">java</a> <a href=""/questions/tagged/android"" class=""post-tag"" title=""show questions tagged &#39;android&#39;"" rel=""tag""><img src=""https://i.stack.imgur.com/tKsDb.png"" height=""16"" width=""18"" alt="""" class=""sponsor-tag-img"">android</a></p>

<p>currently study <a href=""/questions/tagged/go"" class=""post-tag"" title=""show questions tagged &#39;go&#39;"" rel=""tag""><img src=""https://i.stack.imgur.com/sawHl.png"" height=""16"" width=""18"" alt="""" class=""sponsor-tag-img"">go</a> <a href=""/questions/tagged/kubernetes"" class=""post-tag"" title=""show questions tagged &#39;kubernetes&#39;"" rel=""tag""><img src=""https://i.stack.imgur.com/8UH0j.png"" height=""16"" width=""18"" alt="""" class=""sponsor-tag-img"">kubernetes</a> <a href=""/questions/tagged/react"" class=""post-tag"" title=""show questions tagged &#39;react&#39;"" rel=""tag"">react</a></p>
",1/28/15 10:10,
233662,,"I get an exception while executing following piece of code


    bool FieldValueMessage::Get(const std::string &field, double & value)
	{
		string text;
		if(Get(field,text)){
			std::stringstream sstr(text);
			sstr >> value;
			if(sstr.fail())
				return false;
			else
				return true;
		} else {
			return false;
		}		
	}

value of field is ""ASK"". 

This code has been running fine without any issues, but now i am getting exception on ""return true"" statement. 

when i debug though the program... `sstr.fail()` returns `false`. The pointer comes on `return true;` statement. At this point when i do a single step, suddenly I get Unhandled exception: Access violation reading from location xxxxx. I have never seen an exception on a return statement. What is incorrect in this case? This c++ program is called from a python script.",fixed formatting,,1,4/7/12 15:46,Why does my program crash at the return statement?,<c++><exception-handling>,1633,4/10/11 15:48,241,2966,155,,"Toronto, ON, Canada","<p><strong>Computer Engineer</strong></p>
",4/4/12 6:18,
